cap-diameter,stem-height,stem-width,date,cap-shape,cap-color,has-ring,ring-type,class
11.06,7.23,27.17,2020.01.16,f,e,t,e,e
6.84,10.33,21.12,2020.10.28,x,n,f,f,e
7.83,6.51,17.78,2020.05.03,f,y,f,f,p
3.59,3.64,2.75,2020.11.17,f,w,f,f,p
4.66,6.39,7.79,2020.07.10,x,y,f,f,p
3.86,2.59,11.36,2020.03.03,x,w,f,f,p
5.37,13.12,12.11,2020.04.28,c,n,f,f,e
0.7,4.04,0.97,2020.01.29,x,o,f,f,p
4.34,5.98,6.51,2020.09.29,b,l,t,e,p
6.24,4.19,9.36,2020.10.26,x,n,f,f,e
7.81,6.73,16.72,2020.02.26,x,y,f,f,e
8.1,7.2,19.0,2020.01.06,f,l,f,f,e
9.91,17.08,18.3,2020.05.16,b,w,f,f,p
2.31,3.95,6.06,2020.01.28,x,p,f,f,p
0.95,5.4,0.87,2020.12.17,f,e,f,f,e
4.69,3.61,4.6,2020.12.06,f,n,t,f,p
7.64,9.47,10.71,2020.01.12,x,n,f,f,e
6.58,8.13,15.01,2020.07.24,x,y,t,,e
8.61,5.37,13.43,2020.12.02,x,y,t,,e
2.8,3.41,6.37,2020.01.05,s,o,f,f,p
1.28,2.76,5.12,2020.01.19,f,y,f,f,p
4.05,4.4,6.47,2020.04.26,x,e,f,f,e
8.21,7.98,7.9,2020.05.10,x,y,t,z,p
11.76,12.32,18.08,2020.06.20,f,n,t,g,e
5.94,12.28,5.73,2020.11.30,f,e,f,f,p
7.86,7.52,14.83,2020.11.09,x,w,t,l,p
2.16,5.28,2.02,2020.02.21,b,n,f,f,p
1.06,3.7,1.94,2020.12.24,x,n,f,f,e
4.87,8.66,5.56,2020.09.13,x,o,f,f,e
1.75,5.4,2.76,2020.03.04,x,g,f,f,e
6.06,7.25,10.37,2020.04.14,x,n,f,f,e
9.67,8.19,23.14,2020.12.09,x,e,t,e,e
4.01,3.56,14.38,2020.10.05,x,g,f,f,p
9.9,5.25,17.44,2020.09.03,s,p,f,f,e
8.62,8.27,10.99,2020.05.17,x,n,f,f,e
1.81,4.88,1.96,2020.11.12,b,g,f,f,p
3.74,4.38,7.37,2020.06.28,f,u,f,f,p
5.68,4.18,9.21,2020.12.07,x,n,f,f,e
5.99,6.95,12.69,2020.12.20,x,w,t,l,p
9.11,7.25,17.55,2020.07.20,x,n,t,p,e
6.35,5.77,12.7,2020.11.30,x,y,f,f,e
9.2,8.57,15.15,2020.01.28,s,p,t,f,p
11.8,10.84,12.78,2020.04.01,x,g,t,e,p
2.87,4.0,3.58,2020.06.26,f,w,f,f,p
10.47,8.96,17.43,2020.05.23,p,n,t,p,e
22.61,28.29,22.65,2020.01.23,f,n,t,m,e
10.79,16.28,27.68,2020.10.02,x,y,t,r,p
4.97,6.61,4.92,2020.06.01,x,o,f,f,e
4.41,6.84,46.29,2020.03.28,o,n,f,f,e
10.77,8.64,16.95,2020.11.17,p,n,t,r,e
6.9,5.46,10.23,2020.11.19,x,n,f,f,e
8.08,9.4,10.63,2020.01.11,x,n,t,,p
4.55,6.23,7.89,2020.12.05,x,l,f,f,e
1.72,6.64,2.25,2020.01.15,p,n,t,e,p
6.25,4.11,14.39,2020.04.14,x,w,f,f,p
9.07,9.53,14.46,2020.01.10,x,n,f,f,p
6.41,6.66,15.11,2020.04.06,x,n,f,f,e
4.55,0.0,0.0,2020.08.28,o,n,f,f,p
7.83,8.35,15.32,2020.12.24,s,p,t,f,p
4.16,6.07,33.79,2020.10.07,o,w,t,f,p
13.0,11.1,11.85,2020.07.19,f,g,t,e,p
11.31,2.52,16.34,2020.04.24,f,w,f,f,e
10.08,6.6,24.36,2020.12.16,x,y,t,e,e
5.14,4.4,5.52,2020.04.01,x,n,t,r,e
3.31,5.24,4.0,2020.02.24,b,n,f,f,p
1.98,4.4,1.89,2020.02.05,b,n,f,f,p
16.15,11.85,18.96,2020.02.07,x,n,t,,e
14.66,11.64,18.14,2020.09.28,x,n,t,,e
47.12,5.03,22.51,2020.05.22,o,y,f,f,e
1.29,3.89,5.84,2020.07.25,s,y,f,f,p
7.94,4.71,12.76,2020.04.12,x,n,t,r,e
4.91,5.82,5.07,2020.07.08,f,o,f,f,e
6.92,5.09,10.91,2020.05.23,f,k,f,f,e
6.12,4.97,8.79,2020.10.07,x,g,f,f,e
7.25,5.76,17.85,2020.12.28,f,e,f,f,p
3.52,4.45,6.09,2020.03.23,f,p,f,f,e
7.89,6.89,10.83,2020.07.15,f,y,f,f,p
5.26,4.92,7.2,2020.06.20,x,o,t,z,p
2.88,3.26,5.41,2020.01.29,x,w,f,f,e
6.17,5.42,17.45,2020.05.12,f,y,f,f,p
7.03,4.9,15.71,2020.11.14,s,n,f,f,p
3.9,4.7,6.47,2020.06.17,x,e,f,f,p
0.78,2.75,1.28,2020.10.23,x,w,f,f,p
5.14,4.86,5.56,2020.10.28,x,n,t,r,e
16.31,29.16,22.94,2020.07.04,f,n,t,m,e
1.03,5.57,1.08,2020.10.11,f,n,f,f,e
4.13,6.79,8.6,2020.03.13,x,r,f,f,e
9.26,10.32,12.13,2020.08.17,x,n,f,f,p
3.3,10.1,2.51,2020.10.18,b,k,f,f,p
1.44,4.45,1.27,2020.02.14,c,n,f,f,e
4.68,5.03,20.19,2020.12.23,p,g,f,f,e
9.23,8.5,16.49,2020.01.30,x,n,t,p,p
7.82,5.62,12.7,2020.09.07,x,y,f,f,e
1.56,5.06,1.61,2020.07.10,b,n,f,f,p
5.88,10.51,11.48,2020.11.30,b,w,t,l,p
2.44,4.57,2.52,2020.01.27,b,g,f,f,e
9.64,7.93,16.94,2020.04.22,x,g,f,f,p
9.12,6.69,15.82,2020.11.10,f,y,f,f,e
14.75,7.44,24.26,2020.04.13,x,g,f,f,e
6.92,5.53,13.89,2020.01.27,x,e,f,f,e
6.09,5.9,10.59,2020.12.13,f,r,f,f,p
4.47,4.99,9.54,2020.06.06,x,y,f,f,e
5.35,6.01,9.62,2020.10.25,f,b,f,f,e
52.53,5.31,25.55,2020.07.09,o,y,f,f,e
3.74,5.63,3.84,2020.02.02,b,n,f,f,p
7.86,4.12,9.88,2020.09.27,f,p,f,f,p
1.11,3.95,2.7,2020.03.09,b,y,t,f,p
8.6,6.24,18.12,2020.11.02,f,g,f,f,e
3.13,5.71,4.36,2020.11.29,b,n,f,f,p
1.03,4.92,0.96,2020.11.27,f,n,f,f,e
5.82,11.71,12.42,2020.04.14,b,n,t,z,p
3.47,5.01,3.29,2020.06.05,x,n,t,r,p
13.3,17.75,17.19,2020.01.15,x,e,t,p,p
4.53,8.1,9.39,2020.07.04,x,n,t,,e
2.57,4.46,6.87,2020.07.26,f,u,f,f,p
10.83,11.3,13.36,2020.05.15,f,w,f,f,p
2.58,5.86,4.42,2020.05.10,x,u,f,f,e
3.42,4.21,3.63,2020.03.23,f,n,t,e,p
4.9,3.43,5.1,2020.04.23,f,y,t,f,p
7.49,4.4,10.05,2020.11.20,f,p,f,f,p
5.01,9.87,12.81,2020.01.05,p,n,t,z,p
4.49,7.25,4.82,2020.12.12,b,n,f,f,p
5.8,5.52,20.09,2020.10.04,c,g,f,f,e
4.84,3.45,6.29,2020.07.01,s,o,f,f,p
8.59,6.21,11.19,2020.07.08,x,n,f,f,e
3.27,3.88,10.79,2020.10.25,c,y,f,f,p
5.98,3.91,7.65,2020.04.12,f,n,f,f,e
10.58,6.89,24.53,2020.04.24,x,y,t,e,e
3.93,4.09,3.06,2020.05.03,x,w,f,f,p
7.94,6.44,12.59,2020.04.19,x,g,f,f,e
10.51,6.29,17.54,2020.04.29,s,o,f,f,e
17.21,15.15,35.53,2020.10.05,x,e,f,f,e
4.07,0.0,0.0,2020.03.18,o,n,f,f,p
9.24,5.35,11.32,2020.06.16,s,n,f,f,p
9.29,7.93,31.43,2020.12.25,x,w,f,f,e
4.02,10.58,9.29,2020.08.17,b,y,t,z,p
8.35,6.5,11.49,2020.08.12,f,r,f,f,p
8.01,9.89,11.36,2020.12.05,f,n,f,f,p
7.87,7.03,12.84,2020.03.07,x,n,f,f,e
11.71,5.37,21.72,2020.01.22,f,b,t,f,e
2.6,8.36,2.36,2020.04.13,b,k,f,f,p
4.07,7.13,5.37,2020.02.12,f,o,f,f,e
12.22,6.75,24.55,2020.09.03,s,w,f,f,e
6.12,5.29,14.84,2020.02.02,f,y,f,f,p
1.23,3.37,1.55,2020.03.14,x,w,f,f,p
3.74,5.64,6.84,2020.11.19,x,n,f,f,e
6.04,8.59,9.87,2020.05.05,x,e,t,z,p
7.86,7.03,15.38,2020.02.25,f,y,f,f,e
3.33,3.53,6.09,2020.06.04,s,o,f,f,p
7.04,5.37,6.42,2020.07.20,x,n,f,f,p
7.1,7.08,16.55,2020.07.11,f,p,f,f,e
3.24,3.96,4.72,2020.04.01,x,e,f,f,p
2.12,3.84,2.45,2020.12.22,x,k,f,f,p
1.3,3.33,5.76,2020.02.20,s,y,f,f,p
7.24,9.7,11.69,2020.02.12,x,w,f,f,p
5.15,4.77,11.88,2020.02.23,x,o,f,f,e
6.71,8.5,14.61,2020.03.18,x,y,t,,e
3.77,7.05,7.52,2020.01.16,s,n,f,f,e
0.67,4.68,1.0,2020.06.20,x,o,f,f,p
4.73,8.27,9.72,2020.07.21,x,n,t,,e
9.61,9.38,16.49,2020.07.03,f,n,t,,e
4.52,5.96,6.8,2020.02.11,f,n,f,f,e
7.43,7.61,14.89,2020.04.27,p,g,f,f,e
1.38,5.0,2.45,2020.10.04,f,g,f,f,e
4.91,5.4,8.54,2020.07.09,s,u,f,f,p
10.34,9.58,18.16,2020.04.23,x,n,t,l,e
3.53,5.03,10.74,2020.12.04,x,n,f,f,e
7.22,8.72,12.63,2020.07.16,f,n,f,f,e
12.7,6.28,20.65,2020.06.24,f,k,f,f,e
2.35,4.95,5.74,2020.08.04,f,p,f,f,p
3.84,5.38,6.5,2020.07.29,x,w,f,f,e
5.47,7.57,12.79,2020.01.19,x,w,t,l,p
10.01,4.16,21.28,2020.05.25,o,n,f,f,e
6.38,4.52,11.36,2020.12.06,x,e,f,f,e
14.06,10.27,16.94,2020.11.14,x,n,t,,e
7.33,7.87,20.0,2020.02.02,x,e,f,f,e
4.96,3.45,11.58,2020.03.18,x,p,f,f,p
1.29,3.66,2.77,2020.10.04,b,y,t,f,p
4.75,4.54,6.97,2020.08.09,x,o,t,z,p
5.57,7.02,12.52,2020.09.09,c,w,f,f,p
8.64,15.31,17.79,2020.05.28,b,w,f,f,p
9.1,6.5,10.64,2020.11.04,f,n,f,f,p
20.95,17.16,36.79,2020.05.20,x,o,f,f,e
8.98,8.47,13.53,2020.09.29,x,n,f,f,e
3.77,4.19,6.21,2020.11.18,f,w,f,f,e
1.05,3.93,2.84,2020.06.03,b,n,t,f,p
2.49,6.33,2.43,2020.08.29,x,n,f,f,p
1.45,6.11,1.73,2020.12.22,x,n,f,f,e
2.67,6.3,3.09,2020.02.09,b,n,f,f,e
3.04,6.96,3.19,2020.10.30,f,n,f,f,p
9.55,9.79,16.1,2020.06.07,x,n,t,,e
2.48,2.74,4.5,2020.09.02,f,w,f,f,e
9.74,10.25,17.12,2020.11.17,x,n,f,f,p
4.6,6.16,3.72,2020.12.29,x,y,f,f,e
16.37,6.91,35.48,2020.02.28,f,w,f,f,p
2.6,4.09,5.5,2020.01.14,f,u,f,f,e
6.93,6.23,6.61,2020.12.18,x,n,t,r,e
48.19,5.27,26.07,2020.01.09,o,y,f,f,e
9.59,6.84,21.65,2020.07.10,s,y,f,f,e
3.43,5.79,7.18,2020.08.08,f,n,f,f,e
1.56,5.01,2.64,2020.12.20,f,g,f,f,e
0.9,2.98,2.37,2020.11.06,b,n,t,f,p
3.23,0.0,0.0,2020.10.06,o,g,f,f,p
6.42,4.23,6.63,2020.01.23,s,n,t,f,p
7.44,5.84,11.51,2020.10.15,x,n,f,f,e
11.39,10.67,29.78,2020.07.26,x,n,f,f,p
5.4,7.92,8.44,2020.10.12,b,e,f,f,p
3.14,3.48,2.47,2020.10.02,x,w,f,f,p
2.78,2.82,6.72,2020.10.27,x,w,f,f,p
13.41,6.7,20.56,2020.05.29,f,l,f,f,e
3.76,4.63,11.15,2020.06.15,x,n,f,f,e
7.88,12.76,25.92,2020.10.06,x,n,f,f,e
3.93,6.37,7.57,2020.04.10,s,y,f,f,e
8.9,5.64,12.55,2020.12.01,x,n,f,f,e
12.66,6.14,20.81,2020.06.15,s,w,f,f,e
1.52,4.98,2.47,2020.07.02,b,o,f,f,p
2.42,7.7,2.76,2020.08.16,x,e,f,f,p
2.76,2.89,6.12,2020.09.28,f,w,f,f,e
3.38,4.76,5.27,2020.05.19,f,p,f,f,p
6.23,12.44,12.95,2020.12.14,x,n,f,f,e
15.08,5.85,34.4,2020.11.26,s,n,f,f,p
7.93,3.37,9.38,2020.01.12,x,w,f,f,e
5.5,7.96,11.65,2020.04.30,p,g,t,z,p
2.09,3.34,5.62,2020.07.21,f,o,f,f,p
1.26,4.67,2.4,2020.03.15,x,n,f,f,p
3.55,4.24,2.87,2020.01.02,b,w,f,f,e
2.88,7.53,5.32,2020.03.08,x,b,f,f,e
2.85,6.05,3.5,2020.08.14,s,n,f,f,e
9.23,8.83,29.57,2020.06.16,p,n,f,f,p
10.39,10.42,31.41,2020.12.05,x,n,f,f,p
6.38,5.63,6.41,2020.11.14,f,n,t,,p
5.34,6.05,6.8,2020.12.25,x,n,t,,p
6.64,4.92,12.62,2020.10.03,x,n,t,r,e
5.07,3.19,6.5,2020.03.31,s,y,f,f,p
14.1,22.47,18.85,2020.06.03,p,w,t,m,e
6.12,8.65,11.24,2020.10.18,x,e,t,z,p
0.96,2.95,1.58,2020.02.03,x,w,f,f,p
3.77,5.88,6.91,2020.02.03,b,r,t,e,p
10.77,5.12,26.65,2020.03.12,o,n,f,f,e
5.7,5.36,7.27,2020.07.04,s,n,f,f,e
22.12,24.61,21.57,2020.02.10,p,w,t,m,e
4.73,6.89,6.34,2020.01.27,f,u,f,f,p
8.87,7.71,14.13,2020.03.18,x,y,t,,e
6.24,6.07,4.96,2020.04.11,x,g,t,l,e
5.02,5.03,5.69,2020.04.07,s,e,f,f,p
4.26,6.72,3.72,2020.03.30,x,n,t,r,p
5.12,6.98,7.56,2020.01.30,x,o,f,f,p
3.92,6.59,7.17,2020.07.16,b,u,f,f,p
6.94,7.81,13.63,2020.08.01,x,w,t,l,p
6.62,10.45,21.6,2020.06.16,x,g,f,f,e
1.75,2.17,6.4,2020.09.13,x,y,f,f,e
2.78,6.82,3.18,2020.01.05,b,n,f,f,e
8.38,7.23,14.75,2020.09.04,x,n,f,f,e
3.63,3.82,3.47,2020.04.26,b,p,t,e,p
8.08,4.66,13.66,2020.06.05,s,n,f,f,p
15.28,28.3,19.76,2020.12.01,f,w,t,m,e
3.48,6.2,4.9,2020.11.19,s,u,f,f,p
4.7,6.83,7.45,2020.05.27,x,w,f,f,e
3.97,0.0,0.0,2020.07.14,o,r,t,f,p
8.61,6.78,12.9,2020.12.26,x,n,f,f,e
2.96,3.22,5.34,2020.02.03,s,o,f,f,p
11.38,9.55,15.76,2020.01.06,f,e,t,,e
4.04,5.64,7.0,2020.11.25,x,y,f,f,p
2.35,7.94,3.72,2020.05.02,x,n,f,f,p
2.83,3.68,2.51,2020.01.15,x,w,f,f,p
8.02,4.26,11.61,2020.05.28,s,r,t,f,p
4.06,0.0,0.0,2020.02.13,o,r,t,f,p
7.6,6.9,17.69,2020.07.25,x,e,f,f,e
1.39,3.66,1.62,2020.02.28,x,n,f,f,p
13.76,16.7,35.39,2020.07.01,p,e,f,f,e
3.49,4.86,4.35,2020.03.11,b,n,f,f,p
7.08,4.57,10.19,2020.10.14,f,p,f,f,p
11.18,8.64,34.02,2020.05.10,x,n,f,f,p
7.66,6.07,9.6,2020.01.06,f,n,f,f,e
13.82,5.06,23.7,2020.04.17,x,r,f,f,p
3.59,6.13,6.49,2020.07.31,x,n,f,f,e
2.54,4.99,4.24,2020.06.22,x,b,f,f,e
1.81,6.52,3.33,2020.12.11,f,y,f,f,p
8.18,7.77,20.65,2020.05.04,f,n,f,f,e
6.34,6.01,6.19,2020.03.12,s,n,f,f,p
7.12,13.47,7.1,2020.06.22,x,e,f,f,p
7.1,6.7,14.68,2020.02.12,x,y,f,f,e
3.98,6.02,5.51,2020.12.28,s,u,f,f,p
3.66,3.45,3.02,2020.01.10,x,n,f,f,p
3.91,5.81,6.8,2020.05.01,x,o,f,f,p
4.43,4.78,11.85,2020.07.21,f,y,f,f,p
9.8,11.73,11.77,2020.03.08,x,y,t,,p
7.95,7.02,9.64,2020.02.26,x,n,f,f,e
5.73,6.42,13.51,2020.12.22,x,w,t,g,e
4.43,6.11,7.73,2020.12.06,x,n,f,f,e
3.91,8.29,7.99,2020.07.02,x,y,t,z,p
3.13,6.37,8.95,2020.11.27,s,n,f,f,e
6.75,8.95,12.99,2020.12.16,f,n,f,f,e
9.13,5.03,18.74,2020.11.19,f,b,t,f,e
6.02,4.47,9.43,2020.12.23,f,k,f,f,e
1.54,1.94,2.48,2020.09.21,x,n,f,f,p
1.77,6.88,2.97,2020.11.29,x,n,f,f,e
6.7,8.25,9.45,2020.12.21,x,e,t,z,p
4.57,5.4,3.22,2020.11.06,f,b,f,f,p
6.51,5.15,10.49,2020.11.15,b,k,f,f,e
6.71,5.43,12.87,2020.07.06,f,n,f,f,p
11.54,9.5,31.46,2020.07.26,x,n,f,f,p
1.66,1.6,2.34,2020.06.14,x,y,f,f,p
7.11,5.81,15.96,2020.04.24,f,p,f,f,e
6.95,11.66,11.45,2020.08.14,b,w,t,l,p
10.42,9.38,17.59,2020.12.20,x,n,t,p,e
6.22,8.73,8.46,2020.08.26,f,w,f,f,p
3.88,4.72,6.55,2020.07.27,f,u,f,f,e
0.67,4.14,1.12,2020.06.13,x,e,f,f,p
11.67,9.35,30.78,2020.02.25,x,n,f,f,p
3.27,5.35,27.91,2020.04.26,o,w,t,f,p
1.43,5.35,2.9,2020.02.21,b,y,f,f,p
3.37,0.0,0.0,2020.07.29,o,w,f,f,p
16.6,13.69,33.06,2020.03.31,p,o,f,f,e
19.46,7.06,32.09,2020.06.14,f,w,f,f,p
3.01,5.02,5.18,2020.04.13,b,u,f,f,p
1.91,8.84,2.94,2020.11.18,f,y,f,f,p
1.44,1.98,2.27,2020.10.01,x,n,f,f,p
10.49,5.24,27.75,2020.02.21,s,n,f,f,p
3.12,6.2,5.12,2020.07.01,x,b,f,f,e
4.86,6.01,4.7,2020.02.25,f,e,f,f,p
3.69,4.31,8.88,2020.06.20,x,y,f,f,e
0.72,3.6,0.82,2020.08.25,x,y,f,f,p
11.48,10.13,19.42,2020.05.06,x,n,t,g,e
1.78,4.95,1.72,2020.12.14,b,n,f,f,p
9.7,5.17,21.09,2020.04.12,f,b,t,f,e
18.03,17.77,71.66,2020.04.05,p,n,f,f,e
2.59,4.96,24.28,2020.12.06,o,w,t,f,p
3.48,3.91,5.92,2020.05.13,s,g,f,f,e
4.42,4.38,5.94,2020.06.17,x,n,t,z,p
9.52,6.11,9.87,2020.03.22,x,n,f,f,e
5.37,6.03,6.96,2020.02.04,c,y,f,f,p
3.5,4.11,2.74,2020.08.27,f,b,f,f,p
3.12,3.09,2.59,2020.06.04,s,w,f,f,p
1.28,3.49,1.37,2020.03.21,x,n,f,f,p
5.37,4.26,5.99,2020.01.30,s,n,t,f,p
5.84,5.03,12.01,2020.07.11,x,y,f,f,p
6.48,6.5,14.37,2020.04.22,f,y,f,f,p
6.14,12.34,12.55,2020.11.28,x,n,f,f,e
8.53,6.44,18.27,2020.11.16,s,p,f,f,e
2.85,3.81,3.28,2020.01.31,b,e,t,e,p
5.14,5.96,8.26,2020.03.29,x,y,f,f,p
6.69,5.69,9.57,2020.01.21,f,y,f,f,p
4.01,6.02,7.22,2020.08.07,c,y,f,f,p
1.22,3.49,5.65,2020.02.11,f,y,f,f,p
9.23,10.24,15.61,2020.10.14,x,n,f,f,p
12.09,7.97,15.13,2020.10.06,f,e,t,,e
6.64,5.87,6.77,2020.07.13,f,n,t,,p
5.33,6.45,22.77,2020.01.28,c,g,f,f,e
3.64,4.4,3.21,2020.04.28,b,w,f,f,e
17.74,6.33,34.29,2020.04.28,f,n,f,f,p
15.75,5.86,31.32,2020.11.11,f,n,f,f,p
6.02,6.89,12.43,2020.10.11,x,w,t,l,p
9.27,10.9,14.94,2020.05.06,x,r,t,p,p
1.46,4.97,2.48,2020.08.23,x,n,f,f,e
9.61,5.87,13.53,2020.09.03,s,r,t,f,p
9.67,13.37,23.89,2020.02.18,x,y,t,r,p
9.02,5.87,16.55,2020.09.10,s,y,f,f,e
3.31,4.82,6.86,2020.05.07,b,r,t,e,p
10.48,16.8,25.37,2020.10.21,x,y,t,r,p
52.3,8.7,40.97,2020.05.18,o,y,f,f,e
0.88,2.4,1.38,2020.01.18,x,w,f,f,p
4.73,7.57,4.99,2020.07.26,f,n,f,f,e
1.72,6.53,2.53,2020.02.16,p,n,t,e,p
5.07,6.31,7.46,2020.11.14,c,y,f,f,p
4.47,2.77,4.74,2020.04.13,s,n,t,f,p
7.64,5.53,10.36,2020.11.17,p,g,f,f,e
5.92,4.17,9.94,2020.01.29,f,p,f,f,p
4.78,4.63,5.41,2020.09.29,x,n,f,f,p
8.13,8.64,11.1,2020.01.23,x,n,t,,p
7.97,7.71,23.21,2020.06.26,x,n,f,f,e
5.33,4.9,4.2,2020.10.18,x,n,t,l,e
8.62,4.88,12.7,2020.08.09,x,n,t,r,e
11.88,5.71,17.23,2020.07.17,s,p,f,f,e
7.65,3.86,25.49,2020.05.29,o,n,f,f,p
4.82,5.52,4.65,2020.07.14,x,n,f,f,e
0.55,3.45,0.82,2020.12.29,x,o,f,f,p
5.77,5.02,13.79,2020.02.16,f,y,f,f,e
7.92,5.43,11.69,2020.12.07,x,o,f,f,e
5.31,3.31,6.47,2020.12.22,f,n,t,f,p
2.91,3.6,3.61,2020.11.01,c,w,f,f,p
4.64,4.35,8.47,2020.11.13,x,y,f,f,e
6.06,12.26,7.47,2020.10.09,x,n,f,f,p
8.83,8.2,15.36,2020.01.07,x,n,f,f,p
2.0,7.22,2.91,2020.12.10,c,y,f,f,p
2.83,2.98,3.51,2020.10.06,c,u,f,f,p
7.17,5.63,11.81,2020.08.03,x,n,f,f,e
6.66,12.14,13.51,2020.02.24,p,g,t,z,p
4.07,5.69,6.6,2020.09.21,x,p,f,f,p
1.41,3.77,1.4,2020.04.18,x,n,f,f,p
2.96,4.44,5.2,2020.12.29,f,r,f,f,p
3.58,4.98,4.52,2020.08.28,f,u,f,f,p
8.77,5.86,14.87,2020.10.01,s,r,f,f,p
4.45,9.24,8.47,2020.09.30,x,y,t,z,p
6.07,9.3,16.64,2020.05.09,p,w,t,r,e
3.71,5.08,6.79,2020.01.07,f,p,f,f,p
0.74,3.47,0.69,2020.04.25,x,o,f,f,p
8.21,4.76,14.19,2020.02.01,f,k,f,f,e
7.47,8.3,20.76,2020.06.14,x,n,f,f,e
6.16,9.44,12.32,2020.01.21,p,g,t,z,p
6.04,4.4,16.33,2020.02.15,f,e,f,f,p
12.09,13.13,23.58,2020.11.03,f,n,t,g,e
3.75,4.58,6.77,2020.11.17,x,o,f,f,e
3.95,4.83,3.31,2020.03.04,b,w,f,f,e
4.01,5.61,5.06,2020.07.01,f,u,f,f,p
17.94,17.57,73.62,2020.07.13,p,n,f,f,e
7.15,1.33,12.2,2020.10.18,o,o,f,f,p
7.43,11.76,26.13,2020.03.26,x,n,f,f,e
5.54,5.39,5.54,2020.01.07,x,n,t,r,e
1.39,5.47,2.76,2020.10.04,x,n,f,f,p
8.65,9.44,9.95,2020.09.23,f,w,f,f,p
3.28,3.45,2.78,2020.10.10,x,w,f,f,p
8.53,6.41,14.32,2020.07.26,f,y,f,f,p
4.57,5.96,7.14,2020.11.04,s,u,f,f,p
5.07,4.96,11.82,2020.10.23,x,y,f,f,p
1.68,6.21,2.7,2020.09.04,b,y,f,f,p
13.77,7.64,25.14,2020.05.24,x,n,f,f,e
1.43,1.74,2.27,2020.06.22,x,n,f,f,p
3.41,3.84,9.07,2020.08.28,x,n,f,f,e
2.72,3.62,8.84,2020.03.03,x,n,f,f,e
7.02,5.37,13.3,2020.03.01,x,w,t,e,e
1.58,4.21,2.12,2020.06.13,x,n,f,f,p
2.9,9.0,6.04,2020.07.15,b,n,t,,p
2.75,2.78,4.78,2020.03.21,x,w,f,f,e
15.12,5.05,24.98,2020.06.23,s,k,f,f,p
3.2,8.08,6.62,2020.04.10,x,y,t,z,p
1.82,3.62,3.21,2020.08.10,f,n,f,f,e
2.75,3.71,8.71,2020.07.15,x,y,f,f,e
5.66,0.0,0.0,2020.10.04,o,n,f,f,p
6.57,7.64,9.29,2020.05.14,x,e,f,f,p
5.64,7.79,12.69,2020.04.04,c,w,f,f,p
2.41,5.75,2.29,2020.01.29,x,n,f,f,p
1.78,7.51,3.31,2020.02.20,f,y,f,f,p
9.48,7.28,20.91,2020.10.09,f,l,f,f,e
4.66,5.27,6.19,2020.07.25,s,e,f,f,p
12.12,2.42,15.42,2020.12.21,f,l,f,f,e
14.3,6.22,31.51,2020.02.22,s,n,f,f,p
2.37,0.0,0.0,2020.11.20,o,g,f,f,p
7.16,8.35,11.94,2020.05.20,x,n,f,f,p
14.38,14.4,24.26,2020.06.10,x,o,t,r,p
3.08,0.0,0.0,2020.02.06,o,g,f,f,p
8.3,4.1,11.21,2020.03.01,s,r,t,f,p
8.41,8.57,14.49,2020.11.27,f,e,t,,e
1.66,6.85,2.58,2020.07.03,p,n,t,e,p
13.25,11.53,17.92,2020.08.12,p,w,t,r,e
3.26,8.8,4.06,2020.06.26,x,n,f,f,p
7.23,4.9,11.98,2020.07.23,x,e,f,f,e
4.45,4.77,7.03,2020.12.01,f,u,f,f,p
7.35,5.13,13.23,2020.12.06,f,u,f,f,p
6.45,5.11,18.1,2020.08.05,c,g,f,f,e
7.21,3.63,9.17,2020.04.11,x,w,f,f,e
8.53,7.15,10.26,2020.09.20,x,n,f,f,e
4.31,6.1,6.8,2020.12.16,f,n,f,f,e
7.68,5.51,16.28,2020.10.21,x,y,f,f,p
3.9,6.29,5.12,2020.08.15,b,n,f,f,p
6.43,5.68,9.22,2020.04.12,x,n,f,f,p
9.17,9.61,16.83,2020.09.14,x,w,t,l,p
12.01,5.27,22.64,2020.12.23,f,b,t,f,e
16.17,6.84,31.59,2020.09.21,s,w,f,f,p
51.81,6.71,30.96,2020.02.25,o,y,f,f,e
4.62,5.27,6.82,2020.09.12,x,y,f,f,p
8.01,9.32,11.3,2020.04.05,f,w,f,f,p
9.9,5.03,20.77,2020.09.13,f,b,t,f,e
7.6,11.87,23.19,2020.10.18,x,n,f,f,e
6.74,4.48,12.44,2020.05.29,f,n,t,l,e
4.51,9.7,8.52,2020.02.14,x,y,t,z,p
6.82,8.26,13.96,2020.11.13,x,w,t,l,p
9.67,9.61,16.86,2020.05.15,x,y,t,,e
3.2,3.63,2.5,2020.07.04,s,w,f,f,p
5.18,5.81,6.02,2020.12.22,b,e,f,f,p
0.91,2.91,1.35,2020.05.23,x,w,f,f,p
3.48,6.23,4.61,2020.02.03,b,n,f,f,p
7.24,6.25,9.38,2020.05.07,f,g,f,f,p
9.59,9.96,21.5,2020.05.07,x,g,f,f,p
13.23,16.41,16.39,2020.11.05,f,e,t,p,p
3.53,6.86,4.52,2020.01.21,b,n,f,f,p
2.34,3.1,4.94,2020.05.15,x,o,f,f,p
8.11,14.01,7.0,2020.03.17,f,n,f,f,p
5.75,5.15,8.21,2020.04.08,f,n,f,f,e
7.3,5.19,21.78,2020.06.16,s,n,f,f,e
10.91,8.54,16.93,2020.09.18,x,w,t,r,e
4.06,5.75,4.43,2020.01.13,b,n,f,f,p
